Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
C;Vejledning;Dataindsamling  Vejledningen om tilskud til dataindsamling for fiskeri- og akvakultursektoren, 2016;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin.,\n NaturErhvervstyrelsen ;11130;2015;CK000344;C20151113060;Retsinformation;;Fremgår af forskriften;20151202;20151203;20151203;;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/2015/11130
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om drift af lokale aktionsgrupper under fiskeriudviklingsprogrammet for perioden 2007-2013 samt om delegation af visse af ministeren for by, bolig og landdistrikters beføjelser efter lov om udvikling af fiskeri- og akvakultursektoren\n(Udbetaling af tilskud og aktionsgruppens virke);;Erhvervsministeriet;;Ministeriet for By, Bolig og Landdistrikter, j.nr. 2013-646;1183;2013;BV000129;B20130118305;Lovtidende A;;Fremgår af forskriften;20131009;20131011;20131011;20131011;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2013/1183
L;Bekendtgørelse (international);Bekendtgørelse om overenskomst af 29. maj 1958 med Forbundsrepublikken Tyskland angående fælles fiskeri i Flensborg inderfjord;;Udenrigsministeriet;Fiskeriministeriet;Ingen;10;1960;CM037750;L19600001064;Lovtidende C;;Fremgår af forskriften;19600215;19970925;20000929;19600718;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1960/10
L;Bekendtgørelse (international);Bekendtgørelse af konvention af 29. april 1958 om fiskeri på det åbne hav og bevarelse af dets levende rigdomskilder. (* 2) (* 3);;Udenrigsministeriet;Fiskeriministeriet og Udenrigsministeriet;Udenrigsmin. j.nr.119.N.2/3.a/1.c.;52;1969;CM037767;L19690005264;Lovtidende C;;Fremgår af forskriften;19690514;19970925;20000929;19690918;;FALSE;(* 3) Se vedrørende tvungen bilæggelse af tvister angående fortolkningen eller anvendelsen af konventionerne af 29. april 1958 om retsordenen på havet, BEK nr. 53 af 14/05/1969.,(* 2) Andre landes tiltrædelse: BEK nr. 91 af 23/10/1972;;;;;;;;https://www.retsinformation.dk/eli/ltc/1969/52
L;Bekendtgørelse (international);Bekendtgørelse af overenskomst af 19. december 1966 mellem Danmark, Norge og Sverige om gensidig adgang til fiskeri i Skagerrak og Kattegat;;Udenrigsministeriet;Fiskeriministeriet;Udenrigsministeriet. RH 55.D.52;63;1967;CM037775;L19670006364;Lovtidende C;;Fremgår af forskriften;19670817;19970925;20000929;19670911;;FALSE;;;;;;BKI nr 21 af 16/08/2012;;;https://www.retsinformation.dk/eli/ltc/1967/63
A;Lovbekendtgørelse;Bekendtgørelse af økologiloven;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nLandbrugsstyrelsen, j.nr. 21-12130-000005 ;1203;2022;DC000684;A20220120329;Lovtidende A;;Fremgår af forskriften;20220829;20220831;20220831;20220831;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/1203
B;Bekendtgørelse;Bekendtgørelse om Tænketank om Forebyggelse af Madspild og Fødevaretab, tilskud, regnskab og revision m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-2621;976;2022;DC000564;B20220097605;Lovtidende A;;Fremgår af forskriften;20220623;20220625;20220625;20220625;;FALSE;;;;;A20140043329,A20200014529,A20220904516;;;;https://www.retsinformation.dk/eli/lta/2022/976
B;Bekendtgørelse;Bekendtgørelse om Fiskeristyrelsens opgaver og beføjelser;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2022-1977;422;2022;DC000543;B20220042205;Lovtidende A;;Fremgår af forskriften;20220404;20220407;20220407;20220407;;FALSE;;;;;A20170001929,A20180118929,A20190026129,A20210258430,A20220904516;;;;https://www.retsinformation.dk/eli/lta/2022/422
A;Lovbekendtgørelse;Bekendtgørelse af lov om aflivning af og midlertidigt forbud mod hold af mink;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-14-30-00079;10;2022;DC000475;A20220001029;Lovtidende A;;Fremgår af forskriften;20220106;20220111;20220111;20220111;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/10
A;Lovbekendtgørelse;Bekendtgørelse af lov om hold af dyr;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-15-30-00053;9;2022;DC000464;A20220000929;Lovtidende A;;Fremgår af forskriften;20220106;20220111;20220111;20220111;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/9
A;Lovbekendtgørelse;Bekendtgørelse af lov om fødevarer;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-62-30-00066;8;2022;DC000463;A20220000829;Lovtidende A;;Fremgår af forskriften;20220106;20220111;20220111;20220111;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/8
B;Bekendtgørelse;Bekendtgørelse om elektronisk monitorering af visse fartøjer i Kattegat;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-1640;925;2022;DC000611;B20220092505;Lovtidende A;;Fremgår af forskriften;20220620;20220622;20220622;20220622;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2022/925
L;Bekendtgørelse (international);Bekendtgørelse om andre landes tiltrædelse af konventionen af 29. april 1958 om fiskeri på det åbne hav og bevarelse af dets levende rigdomskilder.;;Udenrigsministeriet;Fiskeriministeriet og Udenrigsministeriet;Udenrigsministeriet, j.nr. 119.N.2/3.a/10.;91;1972;CM037781;L19720009164;Lovtidende C;;Fremgår af forskriften;19721023;19970925;20000929;19730210;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1972/91
A;Lovbekendtgørelse;Bekendtgørelse af lov om administration af Det Europæiske Fællesskabs forordninger om ordninger under Den Fælles Landbrugspolitik finansieret af Den Europæiske Garantifond for Landbruget m.v. (landbrugsstøtteloven);Landbrugsstøtteloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-010-000006;115;2020;CK002380;A20200011529;Lovtidende A;;Fremgår af forskriften;20200206;20200207;20200207;20200207;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/115
A;Lovbekendtgørelse;Bekendtgørelse af lov om dyrevelfærd (dyrevelfærdsloven);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-24-30-00074;1597;2021;DC000284;A20210159729;Lovtidende A;;Fremgår af forskriften;20210708;20210714;20210714;20210714;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/1597
B;Bekendtgørelse;Bekendtgørelse om fredningsbælter ved Fyn, inkl. de sydfynske øer (Ærø og Langeland);Fynsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin., j.nr. 2019-16229;1481;2019;CK002294;B20190148105;Lovtidende A;;Fremgår af forskriften;20191212;20191219;20191219;20191219;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2019/1481
A;Lovbekendtgørelse;Bekendtgørelse af lov om dyrlæger;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Miljø- og Fødevaremin.,\nFødevarestyrelsen, j.nr. 2020-24-30-00021;1523;2020;CK002656;A20200152329;Lovtidende A;;Fremgår af forskriften;20201026;20201029;20201029;20201029;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1523
B;Bekendtgørelse;Bekendtgørelse om pointtildeling m.v. til fiskerilicensindehavere og fartøjsførere i forbindelse med alvorlige overtrædelser af reglerne i den fælles fiskeripolitik;Pointbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin., j.nr. 2019-12725;978;2019;CK002141;B20190097805;Lovtidende A;;Fremgår af forskriften;20190922;20190925;20190925;20190925;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2019/978
A;Lovbekendtgørelse;Bekendtgørelse af lov om planter og plantesundhed m.v.;Planteloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-1131-000006;1132;2020;CK002562;A20200113229;Lovtidende A;;Fremgår af forskriften;20200703;20200707;20200715;20200707;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1132
A;Lovbekendtgørelse;Bekendtgørelse af lov om dyreforsøg;Dyreforsøgsloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2022-24-30-00105 ;1107;2022;DC000645;A20220110729;Lovtidende A;;Fremgår af forskriften;20220701;20220702;20220702;20220702;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/1107
A;Lovbekendtgørelse;Bekendtgørelse af lov om Landdistriktsfonden;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-010-000004;114;2020;CK002377;A20200011429;Lovtidende A;;Fremgår af forskriften;20200206;20200207;20200207;20200207;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/114
B;Bekendtgørelse;Bekendtgørelse om puljefiskeri;Puljebekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Fiskeri og Landbrug, j.nr. 2021-2413;2299;2021;DC000399;B20210229905;Lovtidende A;;Fremgår af forskriften;20211203;20211208;20211208;20211208;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/2299
B;Bekendtgørelse;Bekendtgørelse om regulering af fiskeriet;Reguleringsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2022-4920;1220;2022;DC000695;B20220122005;Lovtidende A;;Fremgår af forskriften;20220826;20220901;20220901;20220901;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2022/1220
A;Lovbekendtgørelse;Bekendtgørelse af lov om landbrugsejendomme;Landbrugsloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-010-000007;116;2020;CK002381;A20200011629;Lovtidende A;;Fremgår af forskriften;20200206;20200207;20200207;20200207;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/116
B;Bekendtgørelse;Bekendtgørelse om tiltag for beskyttelse af torskebestanden i Nordsøen og Skagerrak;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-2698;1707;2021;DC000302;B20210170705;Lovtidende A;;Fremgår af forskriften;20210819;20210821;20211231;20210821;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1707
B;Bekendtgørelse;Bekendtgørelse om Fødevarestyrelsens opgaver og beføjelser;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2020-24-31-00186;1721;2020;DC000003;B20200172105;Lovtidende A;;Fremgår af forskriften;20201130;20201201;20201201;20201201;;FALSE;;;;;A20170001329,A20170005329,A20180100029,A20190026129,A20200011529,A20200152329,A20210032929,A20210159729,A20220000829,A20220000929,A20220120329;;;;https://www.retsinformation.dk/eli/lta/2020/1721
A;Lovbekendtgørelse;Bekendtgørelse af lov om drift af landbrugsjorder;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-010-000003;103;2020;CK002375;A20200010329;Lovtidende A;;Fremgår af forskriften;20200203;20200204;20200204;20200204;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/103
B;Bekendtgørelse;Bekendtgørelse om havne- og fiskeripulje;;Transportministeriet;;Transportmin., \n Trafikstyrelsen, j.nr. TS6040201-00008;942;2021;DG000091;B20210094205;Lovtidende A;;Fremgår af forskriften;20210519;20210521;20220412;20210521;;FALSE;;;;;A20220904516;;;;https://www.retsinformation.dk/eli/lta/2021/942
B;Bekendtgørelse;Bekendtgørelse om trawl- og vodfiskeri;Trawlbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Udenrigsmin., j.nr. 2018-45820;366;2019;AS001873;B20190036605;Lovtidende A;;Fremgår af forskriften;20190402;20190409;20190409;20190409;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2019/366
B;Bekendtgørelse;Bekendtgørelse om mærkningsordning for fisk fanget kystnært med skånsomme redskaber;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Mnisteriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2022-531;1038;2022;DC000640;B20220103805;Lovtidende A;;Fremgår af forskriften;20220620;20220630;20220630;20220630;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2022/1038
B;Bekendtgørelse;Bekendtgørelse om tilskud til fiskerikontrol;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, \nFiskeristyrelsen, j.nr. 22-1551-000001;1138;2022;DC000659;B20220113805;Lovtidende A;;Fremgår af forskriften;20220708;20220713;20220713;20220713;;FALSE;;;;;A20210258430;;;;https://www.retsinformation.dk/eli/lta/2022/1138
B;Bekendtgørelse;Bekendtgørelse om undersøgelser, projekter m.v. i videnskabeligt, miljømæssigt eller fiskeplejemæssigt øjemed;Forsøgsfiskeribekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-4333;2402;2021;DC000386;B20210240205;Lovtidende A;;Fremgår af forskriften;20211207;20211215;20211215;20211215;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/2402
B;Bekendtgørelse;Bekendtgørelse om føring af logbog mv.;Logbogsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-7369;793;2022;DC000605;B20220079305;Lovtidende A;;Fremgår af forskriften;20220602;20220604;20220604;20220604;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2022/793
A;Lovbekendtgørelse;Bekendtgørelse af lov om plantenyheder;Plantenyhedsloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nLandbrugsstyrelsen, j.nr. 20-1131-000005;1131;2020;CK002561;A20200113129;Lovtidende A;;Fremgår af forskriften;20200703;20200707;20200714;20200707;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2020/1131
B;Bekendtgørelse;Bekendtgørelse om offentlighedens adgang og rekreative brug af Naturområdet Skjern Enge;;Miljøministeriet;Styrelsen for Vand- og Naturforvaltning;Miljø- og Fødevaremin.,\nNaturstyrelsen, j.nr. 010-00222;932;2016;CK000782;B20160093205;Lovtidende A;;Fremgår af forskriften;20160627;20160630;20160630;20160630;;FALSE;;;;;A20150153229;;;;https://www.retsinformation.dk/eli/lta/2016/932
A;Lovbekendtgørelse;Bekendtgørelse af lov om hunde;Hundeloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2020-24-30-00021;329;2021;DC000093;A20210032929;Lovtidende A;;Fremgår af forskriften;20210302;20210304;20210304;20210304;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/329
A;Lovbekendtgørelse;Bekendtgørelse af lov om mark- og vejfred;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugsstyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nLandbrugsstyrelsen, j.nr. 20-010-000008;2154;2020;DC000079;A20200215429;Lovtidende A;;Fremgår af forskriften;20201216;20201224;20201224;20201224;;FALSE;;;;;;LOV nr 845 af 10/05/2021,LOV nr 1177 af 08/06/2021;;;https://www.retsinformation.dk/eli/lta/2020/2154
B;Bekendtgørelse;Bekendtgørelse om særlige fiskeriregler og fredningsbælter i Vadehavet og i visse sydjyske vandløb;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 13-7440-000020;1420;2013;AH005070;B20130142005;Lovtidende A;;Fremgår af forskriften;20131212;20131214;20131214;20131214;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2013/1420
B;Bekendtgørelse;Bekendtgørelse om administration af tilskud fra Fonden for Retfærdig Omstilling;;Erhvervsministeriet;Erhvervsministeriet;Erhvervsmin.,\nErhvervsstyrelsen, j.nr. 2022-4135;1101;2022;CQ002265;B20220110105;Lovtidende A;;Fremgår af forskriften;20220629;20220701;20220701;20220701;;FALSE;;;;;A20190016029;;;;https://www.retsinformation.dk/eli/lta/2022/1101
A;Lovbekendtgørelse;Bekendtgørelse af lov om kloning og genmodificering af dyr m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2022-24-30-00105 ;1108;2022;DC000646;A20220110829;Lovtidende A;;Fremgår af forskriften;20220701;20220702;20220702;20220702;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2022/1108
B;Bekendtgørelse;Bekendtgørelse om erstatnings- og taksationskommissioner og overerstatnings- og taksationskommissioner til behandling af sager om erstatning og kompensation til minkvirksomheder og visse følgeerhverv;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-3686;1915;2021;DC000271;B20210191505;Lovtidende A;;Fremgår af forskriften;20211006;20211008;20211008;20211008;;FALSE;;;;;A20220001029;;;;https://www.retsinformation.dk/eli/lta/2021/1915
B;Bekendtgørelse;Bekendtgørelse om regulering af fiskeriet i Randers Fjord m.m.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 13-7400-000025;1409;2013;AH005052;B20130140905;Lovtidende A;;Fremgår af forskriften;20131211;20131214;20131214;20131214;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2013/1409
B;Bekendtgørelse;Bekendtgørelse om ændring i forretningernes fordeling mellem ministrene;;Statsministeriet;;Statsmin., j.nr. 2019-2571;794;2019;AP000307;B20190079405;Lovtidende A;;Fremgår af forskriften;20190808;20190810;20190810;20190810;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2019/794
B;Bekendtgørelse;Bekendtgørelse om kontrolpunkter til søs;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-3362;1414;2021;DC000264;B20210141405;Lovtidende A;;Fremgår af forskriften;20210624;20210629;20210629;20210629;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1414
B;Bekendtgørelse;Bekendtgørelse om mindstemål for fisk og krebsdyr i saltvand;Mindstemålsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Udenrigsmin., j.nr. 2018-16329;791;2018;AS001788;B20180079105;Lovtidende A;;Fremgår af forskriften;20180615;20180619;20180619;20180619;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2018/791
B;Bekendtgørelse;Bekendtgørelse om særlige fiskeriregler for gedde i visse brakvandsområder ved Sydsjælland og Møn;Geddebekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2020-8457;689;2020;CK002478;B20200068905;Lovtidende A;;Fremgår af forskriften;20200524;20200528;20200528;20200528;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2020/689
B;Bekendtgørelse;Bekendtgørelse om særlige fiskeriregler for Storå vandsystem;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 13-7440-000019;1421;2013;AH005071;B20130142105;Lovtidende A;;Fremgår af forskriften;20131212;20131214;20131214;20131214;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2013/1421
